rate,source,target,time
54.5827,EUR,EGP,2025-11-17T09:54:22+0000
0.0183208,EGP,EUR,2025-11-17T09:54:22+0000
0.0503983,DOP,ILS,2025-11-17T09:54:22+0000
19.8419,ILS,DOP,2025-11-17T09:54:22+0000
0.193327,AOA,DJF,2025-11-17T09:54:22+0000
5.17258,DJF,AOA,2025-11-17T09:54:22+0000
5.49672,KWD,BAM,2025-11-17T09:54:22+0000
0.181927,BAM,KWD,2025-11-17T09:54:22+0000
0.315004,XAF,DJF,2025-11-17T09:54:22+0000
3.17456,DJF,XAF,2025-11-17T09:54:22+0000
251.216,JOD,DJF,2025-11-17T09:54:22+0000
0.00398064,DJF,JOD,2025-11-17T09:54:22+0000
2.70795,TOP,DKK,2025-11-17T09:54:22+0000
0.369283,DKK,TOP,2025-11-17T09:54:22+0000
1.54521,TOP,AED,2025-11-17T09:54:22+0000
0.647161,AED,TOP,2025-11-17T09:54:22+0000
0.768143,BOB,BRL,2025-11-17T09:54:22+0000
1.30184,BRL,BOB,2025-11-17T09:54:22+0000
0.455284,KGS,MRU,2025-11-17T09:54:22+0000
2.19643,MRU,KGS,2025-11-17T09:54:22+0000
755.124,SCR,SYP,2025-11-17T09:54:22+0000
0.00132429,SYP,SCR,2025-11-17T09:54:22+0000
0.119333,ERN,ANG,2025-11-17T09:54:22+0000
8.37989,ANG,ERN,2025-11-17T09:54:22+0000
0.00698662,AOA,DKK,2025-11-17T09:54:22+0000
143.131,DKK,AOA,2025-11-17T09:54:22+0000
11.5154,VUV,ARS,2025-11-17T09:54:22+0000
0.08684,ARS,VUV,2025-11-17T09:54:22+0000
310.899,GIP,VES,2025-11-17T09:54:22+0000
0.00321647,VES,GIP,2025-11-17T09:54:22+0000
11.0203,TND,THB,2025-11-17T09:54:22+0000
0.0907414,THB,TND,2025-11-17T09:54:22+0000
242.703,VEF,TZS,2025-11-17T09:54:22+0000
0.00412026,TZS,VEF,2025-11-17T09:54:22+0000
2610.46,XCD,PYG,2025-11-17T09:54:22+0000
0.000383074,PYG,XCD,2025-11-17T09:54:22+0000
0.182623,CUP,RON,2025-11-17T09:54:22+0000
5.47578,RON,CUP,2025-11-17T09:54:22+0000
0.326081,MWK,XOF,2025-11-17T09:54:22+0000
3.06672,XOF,MWK,2025-11-17T09:54:22+0000
0.0119115,MZN,GGP,2025-11-17T09:54:22+0000
83.9522,GGP,MZN,2025-11-17T09:54:22+0000
158.376,XAF,LBP,2025-11-17T09:54:22+0000
0.0063141,LBP,XAF,2025-11-17T09:54:22+0000
1.14141,LRD,GYD,2025-11-17T09:54:22+0000
0.876113,GYD,LRD,2025-11-17T09:54:22+0000
0.0118541,DOP,GGP,2025-11-17T09:54:22+0000
84.3587,GGP,DOP,2025-11-17T09:54:22+0000
0.00199359,AMD,SHP,2025-11-17T09:54:22+0000
501.609,SHP,AMD,2025-11-17T09:54:22+0000
2027.83,LYD,SYP,2025-11-17T09:54:22+0000
0.000493137,SYP,LYD,2025-11-17T09:54:22+0000
1.71657,VUV,GYD,2025-11-17T09:54:22+0000
0.582559,GYD,VUV,2025-11-17T09:54:22+0000
23.6461,VEF,VES,2025-11-17T09:54:22+0000
0.0422903,VES,VEF,2025-11-17T09:54:22+0000
1.48923,WST,MYR,2025-11-17T09:54:22+0000
0.671489,MYR,WST,2025-11-17T09:54:22+0000
0.0247233,AMD,SEK,2025-11-17T09:54:22+0000
40.4477,SEK,AMD,2025-11-17T09:54:22+0000
0.00151881,CRC,IMP,2025-11-17T09:54:22+0000
658.409,IMP,CRC,2025-11-17T09:54:22+0000
3.70573,CHF,TND,2025-11-17T09:54:22+0000
0.269852,TND,CHF,2025-11-17T09:54:22+0000
1.60331,UYU,MZN,2025-11-17T09:54:22+0000
0.623709,MZN,UYU,2025-11-17T09:54:22+0000
0.00984856,MWK,ZAR,2025-11-17T09:54:22+0000
101.538,ZAR,MWK,2025-11-17T09:54:22+0000
59.7102,JOD,TRY,2025-11-17T09:54:22+0000
0.0167476,TRY,JOD,2025-11-17T09:54:22+0000
84.4222,TTD,SOS,2025-11-17T09:54:22+0000
0.0118452,SOS,TTD,2025-11-17T09:54:22+0000
0.00377486,SYP,UAH,2025-11-17T09:54:22+0000
264.91,UAH,SYP,2025-11-17T09:54:22+0000
0.00397519,KMF,BGN,2025-11-17T09:54:22+0000
251.56,BGN,KMF,2025-11-17T09:54:22+0000
2.96541,XCD,MOP,2025-11-17T09:54:22+0000
0.337222,MOP,XCD,2025-11-17T09:54:22+0000
0.0459509,AOA,TRY,2025-11-17T09:54:22+0000
21.7624,TRY,AOA,2025-11-17T09:54:22+0000
1.57145,PEN,BRL,2025-11-17T09:54:22+0000
0.636354,BRL,PEN,2025-11-17T09:54:22+0000
2.03824,KGS,DJF,2025-11-17T09:54:22+0000
0.490618,DJF,KGS,2025-11-17T09:54:22+0000
0.105883,LKR,THB,2025-11-17T09:54:22+0000
9.44436,THB,LKR,2025-11-17T09:54:22+0000
0.0286903,ISK,QAR,2025-11-17T09:54:22+0000
34.855,QAR,ISK,2025-11-17T09:54:22+0000
45.5878,AOA,IRR,2025-11-17T09:54:22+0000
0.0219357,IRR,AOA,2025-11-17T09:54:22+0000
1.39164,MUR,MZN,2025-11-17T09:54:22+0000
0.718579,MZN,MUR,2025-11-17T09:54:22+0000
0.00849599,CDF,MXN,2025-11-17T09:54:22+0000
117.703,MXN,CDF,2025-11-17T09:54:22+0000
55.9911,NOK,XOF,2025-11-17T09:54:22+0000
0.01786,XOF,NOK,2025-11-17T09:54:22+0000
107.049,ZMW,TZS,2025-11-17T09:54:22+0000
0.0093415,TZS,ZMW,2025-11-17T09:54:22+0000
23.9444,SGD,TWD,2025-11-17T09:54:22+0000
0.0417634,TWD,SGD,2025-11-17T09:54:22+0000
15632.3,BAM,VND,2025-11-17T09:54:22+0000
6.39701e-05,VND,BAM,2025-11-17T09:54:22+0000
9.24862,PEN,TWD,2025-11-17T09:54:22+0000
0.108124,TWD,PEN,2025-11-17T09:54:22+0000
0.0709887,VEF,JOD,2025-11-17T09:54:22+0000
14.0867,JOD,VEF,2025-11-17T09:54:22+0000
5.21445,MOP,UAH,2025-11-17T09:54:22+0000
0.191775,UAH,MOP,2025-11-17T09:54:22+0000
7.67112,AWG,ZWL,2025-11-17T09:54:22+0000
0.130359,ZWL,AWG,2025-11-17T09:54:22+0000
0.4207,TOP,BMD,2025-11-17T09:54:22+0000
2.37699,BMD,TOP,2025-11-17T09:54:22+0000
2.6331,GBP,BZD,2025-11-17T09:54:22+0000
0.37978,BZD,GBP,2025-11-17T09:54:22+0000
0.0262791,XPF,GEL,2025-11-17T09:54:22+0000
38.053,GEL,XPF,2025-11-17T09:54:22+0000
0.0422823,TRY,AWG,2025-11-17T09:54:22+0000
23.6506,AWG,TRY,2025-11-17T09:54:22+0000
94.8781,BAM,JMD,2025-11-17T09:54:22+0000
0.0105398,JMD,BAM,2025-11-17T09:54:22+0000
0.207122,PYG,NGN,2025-11-17T09:54:22+0000
4.82806,NGN,PYG,2025-11-17T09:54:22+0000
2687.53,ILS,GNF,2025-11-17T09:54:22+0000
0.000372089,GNF,ILS,2025-11-17T09:54:22+0000
171.339,FKP,DZD,2025-11-17T09:54:22+0000
0.0058364,DZD,FKP,2025-11-17T09:54:22+0000
8.43443,KMF,UGX,2025-11-17T09:54:22+0000
0.118562,UGX,KMF,2025-11-17T09:54:22+0000
141.822,EUR,BDT,2025-11-17T09:54:22+0000
0.00705108,BDT,EUR,2025-11-17T09:54:22+0000
16.7333,TOP,UYU,2025-11-17T09:54:22+0000
0.0597609,UYU,TOP,2025-11-17T09:54:22+0000
1450.5,USD,RWF,2025-11-17T09:54:22+0000
0.000689417,RWF,USD,2025-11-17T09:54:22+0000
93.6206,BND,VUV,2025-11-17T09:54:22+0000
0.0106814,VUV,BND,2025-11-17T09:54:22+0000
0.00259388,UZS,TWD,2025-11-17T09:54:22+0000
385.522,TWD,UZS,2025-11-17T09:54:22+0000
54.9618,GIP,UAH,2025-11-17T09:54:22+0000
0.0181945,UAH,GIP,2025-11-17T09:54:22+0000
11.4806,BDT,ARS,2025-11-17T09:54:22+0000
0.0871037,ARS,BDT,2025-11-17T09:54:22+0000
1.37485,VEF,ZWL,2025-11-17T09:54:22+0000
0.727353,ZWL,VEF,2025-11-17T09:54:22+0000
0.00122501,KRW,ANG,2025-11-17T09:54:22+0000
816.318,ANG,KRW,2025-11-17T09:54:22+0000
12.4297,JEP,SEK,2025-11-17T09:54:22+0000
0.0804523,SEK,JEP,2025-11-17T09:54:22+0000
99.7645,SCR,KRW,2025-11-17T09:54:22+0000
0.0100236,KRW,SCR,2025-11-17T09:54:22+0000
0.367806,CZK,GTQ,2025-11-17T09:54:22+0000
2.71883,GTQ,CZK,2025-11-17T09:54:22+0000
0.498583,BYN,AZN,2025-11-17T09:54:22+0000
2.00568,AZN,BYN,2025-11-17T09:54:22+0000
0.0201829,BTN,ANG,2025-11-17T09:54:22+0000
49.5469,ANG,BTN,2025-11-17T09:54:22+0000
6.47054,KGS,XOF,2025-11-17T09:54:22+0000
0.154547,XOF,KGS,2025-11-17T09:54:22+0000
0.0202792,MNT,GMD,2025-11-17T09:54:22+0000
49.3115,GMD,MNT,2025-11-17T09:54:22+0000
0.449635,NPR,MZN,2025-11-17T09:54:22+0000
2.22403,MZN,NPR,2025-11-17T09:54:22+0000
0.179953,ALL,ERN,2025-11-17T09:54:22+0000
5.55699,ERN,ALL,2025-11-17T09:54:22+0000
0.00298323,SDG,ANG,2025-11-17T09:54:22+0000
335.207,ANG,SDG,2025-11-17T09:54:22+0000
0.0343873,TZS,ALL,2025-11-17T09:54:22+0000
29.0805,ALL,TZS,2025-11-17T09:54:22+0000
4.56271,TZS,SYP,2025-11-17T09:54:22+0000
0.219168,SYP,TZS,2025-11-17T09:54:22+0000
744.357,JEP,XAF,2025-11-17T09:54:22+0000
0.00134344,XAF,JEP,2025-11-17T09:54:22+0000
0.00625176,JMD,BMD,2025-11-17T09:54:22+0000
159.955,BMD,JMD,2025-11-17T09:54:22+0000
0.0301762,AFN,BZD,2025-11-17T09:54:22+0000
33.1387,BZD,AFN,2025-11-17T09:54:22+0000
0.477308,SAR,ANG,2025-11-17T09:54:22+0000
2.09508,ANG,SAR,2025-11-17T09:54:22+0000
0.0502268,JPY,HKD,2025-11-17T09:54:22+0000
19.9097,HKD,JPY,2025-11-17T09:54:22+0000
2282.74,JEP,MWK,2025-11-17T09:54:22+0000
0.000438071,MWK,JEP,2025-11-17T09:54:22+0000
5.45082,SHP,MYR,2025-11-17T09:54:22+0000
0.183459,MYR,SHP,2025-11-17T09:54:22+0000
2.13545,PLN,HKD,2025-11-17T09:54:22+0000
0.468286,HKD,PLN,2025-11-17T09:54:22+0000
45.2943,BHD,NAD,2025-11-17T09:54:22+0000
0.0220778,NAD,BHD,2025-11-17T09:54:22+0000
0.437139,MOP,TMT,2025-11-17T09:54:22+0000
2.2876,TMT,MOP,2025-11-17T09:54:22+0000
18.0766,IMP,ZWL,2025-11-17T09:54:22+0000
0.0553203,ZWL,IMP,2025-11-17T09:54:22+0000
0.130369,HTG,NAD,2025-11-17T09:54:22+0000
7.67051,NAD,HTG,2025-11-17T09:54:22+0000
7.78496,NZD,ZWL,2025-11-17T09:54:22+0000
0.128453,ZWL,NZD,2025-11-17T09:54:22+0000
0.000741607,GNF,DKK,2025-11-17T09:54:22+0000
1348.42,DKK,GNF,2025-11-17T09:54:22+0000
46.3501,ILS,ETB,2025-11-17T09:54:22+0000
0.0215749,ETB,ILS,2025-11-17T09:54:22+0000
788.098,SHP,SDG,2025-11-17T09:54:22+0000
0.00126888,SDG,SHP,2025-11-17T09:54:22+0000
7.08692,HTG,CLP,2025-11-17T09:54:22+0000
0.141105,CLP,HTG,2025-11-17T09:54:22+0000
5.44848,TTD,NIO,2025-11-17T09:54:22+0000
0.183537,NIO,TTD,2025-11-17T09:54:22+0000
58.8128,OMR,ZMW,2025-11-17T09:54:22+0000
0.0170031,ZMW,OMR,2025-11-17T09:54:22+0000
0.000368464,CDF,CHF,2025-11-17T09:54:22+0000
2713.97,CHF,CDF,2025-11-17T09:54:22+0000
0.206719,DJF,NIO,2025-11-17T09:54:22+0000
4.83748,NIO,DJF,2025-11-17T09:54:22+0000
0.00326397,LKR,BSD,2025-11-17T09:54:22+0000
306.375,BSD,LKR,2025-11-17T09:54:22+0000
6.76831,INR,SDG,2025-11-17T09:54:22+0000
0.147747,SDG,INR,2025-11-17T09:54:22+0000
91.648,BZD,LRD,2025-11-17T09:54:22+0000
0.0109113,LRD,BZD,2025-11-17T09:54:22+0000
0.00213218,COP,MOP,2025-11-17T09:54:22+0000
469.004,MOP,COP,2025-11-17T09:54:22+0000
0.230036,MVR,TMT,2025-11-17T09:54:22+0000
4.34714,TMT,MVR,2025-11-17T09:54:22+0000
1.55937,KPW,ARS,2025-11-17T09:54:22+0000
0.641286,ARS,KPW,2025-11-17T09:54:22+0000
311.288,KWD,CVE,2025-11-17T09:54:22+0000
0.00321246,CVE,KWD,2025-11-17T09:54:22+0000
4.61281,TTD,TWD,2025-11-17T09:54:22+0000
0.216788,TWD,TTD,2025-11-17T09:54:22+0000
0.188513,BBD,BHD,2025-11-17T09:54:22+0000
5.30469,BHD,BBD,2025-11-17T09:54:22+0000
1.0,FKP,JEP,2025-11-17T09:54:22+0000
1.0,JEP,FKP,2025-11-17T09:54:22+0000
44.4331,BOB,LKR,2025-11-17T09:54:22+0000
0.0225058,LKR,BOB,2025-11-17T09:54:22+0000
0.00672793,VUV,KYD,2025-11-17T09:54:22+0000
148.634,KYD,VUV,2025-11-17T09:54:22+0000
5.59069,ZAR,CVE,2025-11-17T09:54:22+0000
0.178869,CVE,ZAR,2025-11-17T09:54:22+0000
0.106014,NGN,JPY,2025-11-17T09:54:22+0000
9.43269,JPY,NGN,2025-11-17T09:54:22+0000
1.61932,PHP,CVE,2025-11-17T09:54:22+0000
0.617544,CVE,PHP,2025-11-17T09:54:22+0000
1632.88,BWP,SLL,2025-11-17T09:54:22+0000
0.000612415,SLL,BWP,2025-11-17T09:54:22+0000
1.29306,GEL,TMT,2025-11-17T09:54:22+0000
0.773357,TMT,GEL,2025-11-17T09:54:22+0000
8.55072,SRD,HUF,2025-11-17T09:54:22+0000
0.116949,HUF,SRD,2025-11-17T09:54:22+0000
0.232133,AMD,INR,2025-11-17T09:54:22+0000
4.30788,INR,AMD,2025-11-17T09:54:22+0000
11184.5,MOP,LBP,2025-11-17T09:54:22+0000
8.94093e-05,LBP,MOP,2025-11-17T09:54:22+0000
170.633,ISK,LAK,2025-11-17T09:54:22+0000
0.00586054,LAK,ISK,2025-11-17T09:54:22+0000
0.48446,KGS,TRY,2025-11-17T09:54:22+0000
2.06416,TRY,KGS,2025-11-17T09:54:22+0000
0.664309,SBD,LYD,2025-11-17T09:54:22+0000
1.50532,LYD,SBD,2025-11-17T09:54:22+0000
0.489458,AFN,THB,2025-11-17T09:54:22+0000
2.04308,THB,AFN,2025-11-17T09:54:22+0000
0.37981,BZD,IMP,2025-11-17T09:54:22+0000
2.6329,IMP,BZD,2025-11-17T09:54:22+0000
21.0594,CNY,ETB,2025-11-17T09:54:22+0000
0.0474848,ETB,CNY,2025-11-17T09:54:22+0000
0.131924,KES,LSL,2025-11-17T09:54:22+0000
7.58015,LSL,KES,2025-11-17T09:54:22+0000
5885.64,MVR,LBP,2025-11-17T09:54:22+0000
0.000169905,LBP,MVR,2025-11-17T09:54:22+0000
0.168366,NOK,AZN,2025-11-17T09:54:22+0000
5.93944,AZN,NOK,2025-11-17T09:54:22+0000
438.223,SGD,SOS,2025-11-17T09:54:22+0000
0.00228195,SOS,SGD,2025-11-17T09:54:22+0000
126305.0,JOD,LBP,2025-11-17T09:54:22+0000
7.91736e-06,LBP,JOD,2025-11-17T09:54:22+0000
0.00135624,SYP,ERN,2025-11-17T09:54:22+0000
737.333,ERN,SYP,2025-11-17T09:54:22+0000
45.2778,XCD,BDT,2025-11-17T09:54:22+0000
0.0220859,BDT,XCD,2025-11-17T09:54:22+0000
0.624407,XCD,BAM,2025-11-17T09:54:22+0000
1.60152,BAM,XCD,2025-11-17T09:54:22+0000
32261.8,BND,IRR,2025-11-17T09:54:22+0000
3.09964e-05,IRR,BND,2025-11-17T09:54:22+0000
18.139,TWD,XOF,2025-11-17T09:54:22+0000
0.0551299,XOF,TWD,2025-11-17T09:54:22+0000
9.28846,EUR,MOP,2025-11-17T09:54:22+0000
0.107661,MOP,EUR,2025-11-17T09:54:22+0000
0.561243,CRC,PKR,2025-11-17T09:54:22+0000
1.78176,PKR,CRC,2025-11-17T09:54:22+0000
2273.22,BND,BIF,2025-11-17T09:54:22+0000
0.000439905,BIF,BND,2025-11-17T09:54:22+0000
0.0123981,PYG,KGS,2025-11-17T09:54:22+0000
80.6574,KGS,PYG,2025-11-17T09:54:22+0000
0.0206335,KMF,SVC,2025-11-17T09:54:22+0000
48.4649,SVC,KMF,2025-11-17T09:54:22+0000
3191.07,GIP,TZS,2025-11-17T09:54:22+0000
0.000313374,TZS,GIP,2025-11-17T09:54:22+0000
1.15349,MOP,MAD,2025-11-17T09:54:22+0000
0.866937,MAD,MOP,2025-11-17T09:54:22+0000
0.7177,WST,BZD,2025-11-17T09:54:22+0000
1.39334,BZD,WST,2025-11-17T09:54:22+0000
38.6043,GHS,KMF,2025-11-17T09:54:22+0000
0.0259039,KMF,GHS,2025-11-17T09:54:22+0000
0.0499845,BWP,JOD,2025-11-17T09:54:22+0000
20.0062,JOD,BWP,2025-11-17T09:54:22+0000
0.87266,LRD,JMD,2025-11-17T09:54:22+0000
1.14592,JMD,LRD,2025-11-17T09:54:22+0000
0.552883,SZL,SEK,2025-11-17T09:54:22+0000
1.8087,SEK,SZL,2025-11-17T09:54:22+0000
2.35644,GGP,AWG,2025-11-17T09:54:22+0000
0.424368,AWG,GGP,2025-11-17T09:54:22+0000
0.321936,MKD,NAD,2025-11-17T09:54:22+0000
3.10621,NAD,MKD,2025-11-17T09:54:22+0000
17.5005,MKD,CLP,2025-11-17T09:54:22+0000
0.0571412,CLP,MKD,2025-11-17T09:54:22+0000
10.9241,PEN,NIO,2025-11-17T09:54:22+0000
0.0915406,NIO,PEN,2025-11-17T09:54:22+0000
718.197,CHF,SOS,2025-11-17T09:54:22+0000
0.00139238,SOS,CHF,2025-11-17T09:54:22+0000
0.175013,DJF,TWD,2025-11-17T09:54:22+0000
5.71385,TWD,DJF,2025-11-17T09:54:22+0000
385.693,CHF,LKR,2025-11-17T09:54:22+0000
0.00259274,LKR,CHF,2025-11-17T09:54:22+0000
0.000576698,MWK,BMD,2025-11-17T09:54:22+0000
1734.01,BMD,MWK,2025-11-17T09:54:22+0000
296.309,VEF,BIF,2025-11-17T09:54:22+0000
0.00337485,BIF,VEF,2025-11-17T09:54:22+0000
10926.5,CHF,GNF,2025-11-17T09:54:22+0000
9.15202e-05,GNF,CHF,2025-11-17T09:54:22+0000
0.615959,KRW,KPW,2025-11-17T09:54:22+0000
1.62349,KPW,KRW,2025-11-17T09:54:22+0000
52.5296,XCD,NPR,2025-11-17T09:54:22+0000
0.0190369,NPR,XCD,2025-11-17T09:54:22+0000
15.283,LYD,ALL,2025-11-17T09:54:22+0000
0.0654323,ALL,LYD,2025-11-17T09:54:22+0000
6.52082,KWD,BBD,2025-11-17T09:54:22+0000
0.153355,BBD,KWD,2025-11-17T09:54:22+0000
0.0867602,TRY,AED,2025-11-17T09:54:22+0000
11.526,AED,TRY,2025-11-17T09:54:22+0000
9.39684,PGK,UYU,2025-11-17T09:54:22+0000
0.106419,UYU,PGK,2025-11-17T09:54:22+0000
83.1594,JOD,PHP,2025-11-17T09:54:22+0000
0.0120251,PHP,JOD,2025-11-17T09:54:22+0000
58.8858,JOD,UAH,2025-11-17T09:54:22+0000
0.016982,UAH,JOD,2025-11-17T09:54:22+0000
0.0166658,KPW,ERN,2025-11-17T09:54:22+0000
60.003,ERN,KPW,2025-11-17T09:54:22+0000
0.0639965,AOA,PHP,2025-11-17T09:54:22+0000
15.6258,PHP,AOA,2025-11-17T09:54:22+0000
744.357,GGP,XOF,2025-11-17T09:54:22+0000
0.00134344,XOF,GGP,2025-11-17T09:54:22+0000
0.41622,SZL,CNY,2025-11-17T09:54:22+0000
2.40257,CNY,SZL,2025-11-17T09:54:22+0000
9.22556e-05,LAK,BBD,2025-11-17T09:54:22+0000
10839.5,BBD,LAK,2025-11-17T09:54:22+0000
0.000596696,IDR,VEF,2025-11-17T09:54:22+0000
1675.89,VEF,IDR,2025-11-17T09:54:22+0000
17.2301,VUV,MMK,2025-11-17T09:54:22+0000
0.0580381,MMK,VUV,2025-11-17T09:54:22+0000
1.80196,SAR,TTD,2025-11-17T09:54:22+0000
0.554952,TTD,SAR,2025-11-17T09:54:22+0000
8.16481,DOP,KZT,2025-11-17T09:54:22+0000
0.122477,KZT,DOP,2025-11-17T09:54:22+0000
22.2456,MOP,DJF,2025-11-17T09:54:22+0000
0.0449526,DJF,MOP,2025-11-17T09:54:22+0000
0.00302473,AOA,WST,2025-11-17T09:54:22+0000
330.608,WST,AOA,2025-11-17T09:54:22+0000
0.780439,KMF,HUF,2025-11-17T09:54:22+0000
1.28133,HUF,KMF,2025-11-17T09:54:22+0000
0.956277,CHF,IMP,2025-11-17T09:54:22+0000
1.04572,IMP,CHF,2025-11-17T09:54:22+0000
0.409532,MNT,KRW,2025-11-17T09:54:22+0000
2.44181,KRW,MNT,2025-11-17T09:54:22+0000
48.2044,XCD,DZD,2025-11-17T09:54:22+0000
0.020745,DZD,XCD,2025-11-17T09:54:22+0000
85.3989,AUD,HTG,2025-11-17T09:54:22+0000
0.0117097,HTG,AUD,2025-11-17T09:54:22+0000
1.86958,ZMW,TRY,2025-11-17T09:54:22+0000
0.534878,TRY,ZMW,2025-11-17T09:54:22+0000
2.29042,SRD,INR,2025-11-17T09:54:22+0000
0.436602,INR,SRD,2025-11-17T09:54:22+0000
6.66772,CHF,BRL,2025-11-17T09:54:22+0000
0.149976,BRL,CHF,2025-11-17T09:54:22+0000
9922.5,PGK,IRR,2025-11-17T09:54:22+0000
0.000100781,IRR,PGK,2025-11-17T09:54:22+0000
0.0173786,XPF,XCG,2025-11-17T09:54:22+0000
57.5419,XCG,XPF,2025-11-17T09:54:22+0000
19.3671,JOD,ZWL,2025-11-17T09:54:22+0000
0.0516339,ZWL,JOD,2025-11-17T09:54:22+0000
1.12318,MNT,KHR,2025-11-17T09:54:22+0000
0.890331,KHR,MNT,2025-11-17T09:54:22+0000
1.54601,SCR,ZMW,2025-11-17T09:54:22+0000
0.646826,ZMW,SCR,2025-11-17T09:54:22+0000
0.00768332,DZD,CUC,2025-11-17T09:54:22+0000
130.152,CUC,DZD,2025-11-17T09:54:22+0000
17.0775,USD,SZL,2025-11-17T09:54:22+0000
0.0585568,SZL,USD,2025-11-17T09:54:22+0000
54.9618,IMP,UAH,2025-11-17T09:54:22+0000
0.0181945,UAH,IMP,2025-11-17T09:54:22+0000
0.130548,GTQ,CUC,2025-11-17T09:54:22+0000
7.66,CUC,GTQ,2025-11-17T09:54:22+0000
13.323,DZD,MWK,2025-11-17T09:54:22+0000
0.0750584,MWK,DZD,2025-11-17T09:54:22+0000
0.0135455,LKR,MYR,2025-11-17T09:54:22+0000
73.8253,MYR,LKR,2025-11-17T09:54:22+0000
8.59254,BWP,VUV,2025-11-17T09:54:22+0000
0.11638,VUV,BWP,2025-11-17T09:54:22+0000
0.0059397,VES,CAD,2025-11-17T09:54:22+0000
168.359,CAD,VES,2025-11-17T09:54:22+0000
3.79675,SBD,TWD,2025-11-17T09:54:22+0000
0.263383,TWD,SBD,2025-11-17T09:54:22+0000
0.00440405,LAK,CVE,2025-11-17T09:54:22+0000
227.064,CVE,LAK,2025-11-17T09:54:22+0000
1.3655,GHS,ERN,2025-11-17T09:54:22+0000
0.732333,ERN,GHS,2025-11-17T09:54:22+0000
5.17997,CNY,NIO,2025-11-17T09:54:22+0000
0.193051,NIO,CNY,2025-11-17T09:54:22+0000
230.75,CHF,LRD,2025-11-17T09:54:22+0000
0.0043337,LRD,CHF,2025-11-17T09:54:22+0000
0.105911,SEK,BMD,2025-11-17T09:54:22+0000
9.44186,BMD,SEK,2025-11-17T09:54:22+0000
0.023764,NPR,PEN,2025-11-17T09:54:22+0000
42.0804,PEN,NPR,2025-11-17T09:54:22+0000
0.130359,ZWL,ANG,2025-11-17T09:54:22+0000
7.67112,ANG,ZWL,2025-11-17T09:54:22+0000
0.180456,HKD,CAD,2025-11-17T09:54:22+0000
5.54151,CAD,HKD,2025-11-17T09:54:22+0000
0.142163,HUF,EGP,2025-11-17T09:54:22+0000
7.03419,EGP,HUF,2025-11-17T09:54:22+0000
0.0123062,RUB,BMD,2025-11-17T09:54:22+0000
81.26,BMD,RUB,2025-11-17T09:54:22+0000
0.00113919,HUF,BHD,2025-11-17T09:54:22+0000
877.815,BHD,HUF,2025-11-17T09:54:22+0000
0.00499733,PKR,CAD,2025-11-17T09:54:22+0000
200.107,CAD,PKR,2025-11-17T09:54:22+0000
0.0841276,STN,ANG,2025-11-17T09:54:22+0000
11.8867,ANG,STN,2025-11-17T09:54:22+0000
0.866607,AMD,HUF,2025-11-17T09:54:22+0000
1.15393,HUF,AMD,2025-11-17T09:54:22+0000
0.417675,XAF,VES,2025-11-17T09:54:22+0000
2.39421,VES,XAF,2025-11-17T09:54:22+0000
6.43678,BSD,DKK,2025-11-17T09:54:22+0000
0.155357,DKK,BSD,2025-11-17T09:54:22+0000
7.63532,WST,STN,2025-11-17T09:54:22+0000
0.13097,STN,WST,2025-11-17T09:54:22+0000
0.171627,INR,MVR,2025-11-17T09:54:22+0000
5.82659,MVR,INR,2025-11-17T09:54:22+0000
11.6411,WST,THB,2025-11-17T09:54:22+0000
0.0859026,THB,WST,2025-11-17T09:54:22+0000
0.223566,MOP,AWG,2025-11-17T09:54:22+0000
4.47296,AWG,MOP,2025-11-17T09:54:22+0000
0.0591734,KES,GTQ,2025-11-17T09:54:22+0000
16.8995,GTQ,KES,2025-11-17T09:54:22+0000
0.0222076,YER,BRL,2025-11-17T09:54:22+0000
45.0295,BRL,YER,2025-11-17T09:54:22+0000
2.52468,JOD,AWG,2025-11-17T09:54:22+0000
0.396089,AWG,JOD,2025-11-17T09:54:22+0000
0.0897291,RWF,DZD,2025-11-17T09:54:22+0000
11.1447,DZD,RWF,2025-11-17T09:54:22+0000
0.296107,BTN,HNL,2025-11-17T09:54:22+0000
3.37716,HNL,BTN,2025-11-17T09:54:22+0000
2.41145,ISK,LKR,2025-11-17T09:54:22+0000
0.414688,LKR,ISK,2025-11-17T09:54:22+0000
15.4747,SBD,ISK,2025-11-17T09:54:22+0000
0.0646216,ISK,SBD,2025-11-17T09:54:22+0000
4.93695,FKP,SAR,2025-11-17T09:54:22+0000
0.202554,SAR,FKP,2025-11-17T09:54:22+0000
1.35696,GEL,AED,2025-11-17T09:54:22+0000
0.736942,AED,GEL,2025-11-17T09:54:22+0000
0.164466,XPF,MDL,2025-11-17T09:54:22+0000
6.08028,MDL,XPF,2025-11-17T09:54:22+0000
1.65504,CDF,MNT,2025-11-17T09:54:22+0000
0.604215,MNT,CDF,2025-11-17T09:54:22+0000
25.1399,AOA,SLL,2025-11-17T09:54:22+0000
0.0397774,SLL,AOA,2025-11-17T09:54:22+0000
8.55158,KZT,MGA,2025-11-17T09:54:22+0000
0.116937,MGA,KZT,2025-11-17T09:54:22+0000
2.63106,AOA,TZS,2025-11-17T09:54:22+0000
0.380075,TZS,AOA,2025-11-17T09:54:22+0000
0.228157,RON,BSD,2025-11-17T09:54:22+0000
4.38294,BSD,RON,2025-11-17T09:54:22+0000
